"gauging_station";"river";"longitude";"latitude";"km_csa";"pnp";"MThw";"MTnw"
"Groenhude";"Stoer_tidal";9.69057939106827;53.9356981686673;0.4;-5;671;568
"Breitenberg";"Stoer_tidal";9.63231897077232;53.9276793960415;6.2;-5;665;472
"Stoer Sperrwerk (BP)";"Stoer_tidal";9.4014462966321;53.8261750283169;44.8;-5.01;654;379
